CVEGEO	cases	CVE_ENT	vax_pc	ENTIDAD	MUN	Population	sum_cases_7_days	pop	vax_rate	cases_last_7_days_per_100k	prev_per_100k	prev	m_test	m_v	risk_inf_no_mitig_small	risk_inf_testing_no_vax_small	risk_inf_fully_vax_no_test_small	risk_inf_fully_vax_and_test_small	risk_inf_no_mitig_med	risk_inf_testing_no_vax_med	risk_inf_fully_vax_no_test_med	risk_inf_fully_vax_and_test_med	risk_inf_no_mitig_big	risk_inf_testing_no_vax_big	risk_inf_fully_vax_no_test_big	risk_inf_fully_vax_and_test_big
09004	22	09	127.10270551047867	09	004	217686	22	217686	1.2710270551047866	10	101.06299899855756	0.0010106299899855756	0.21399999999999997	1.4401466144508008	1	0.2	1.4	0.3	2	0.4	2.9	0.6	3	0.6	4.3	0.9
09005	262	09	127.10270551047867	09	005	1173351	262	1173351	1.2710270551047866	22	223.2920924770167	0.002232920924770167	0.21399999999999997	1.4401466144508008	2.2	0.5	3.2	0.7	4.4	1	6.2	1.4	6.5	1.4	9.2	2
09006	60	09	127.10270551047867	09	006	404695	60	404695	1.2710270551047866	15	148.2598005905682	0.001482598005905682	0.21399999999999997	1.4401466144508008	1.5	0.3	2.1	0.5	2.9	0.6	4.2	0.9	4.4	0.9	6.2	1.4
09007	203	09	127.10270551047867	09	007	1835486	203	1835486	1.2710270551047866	11	110.59741125783579	0.001105974112578358	0.21399999999999997	1.4401466144508008	1.1	0.2	1.6	0.3	2.2	0.5	3.1	0.7	3.3	0.7	4.7	1
09008	64	09	127.10270551047867	09	008	247622	64	247622	1.2710270551047866	26	258.4584568414761	0.002584584568414761	0.21399999999999997	1.4401466144508008	2.6	0.6	3.7	0.8	5	1.1	7.2	1.6	7.5	1.6	10.6	2.4
09009	9	09	127.10270551047867	09	009	152685	9	152685	1.2710270551047866	6	58.944886531093424	5.894488653109342e-4	0.21399999999999997	1.4401466144508008	0.6	0.1	0.8	0.2	1.2	0.3	1.7	0.4	1.8	0.4	2.5	0.5
09010	384	09	127.10270551047867	09	010	759137	384	759137	1.2710270551047866	51	505.8375497439856	0.005058375497439856	0.21399999999999997	1.4401466144508008	4.9	1.1	7.1	1.5	9.6	2.1	13.6	3.1	14.1	3.2	19.7	4.6
09011	49	09	127.10270551047867	09	011	392313	49	392313	1.2710270551047866	12	124.90027095711842	0.0012490027095711843	0.21399999999999997	1.4401466144508008	1.2	0.3	1.8	0.4	2.5	0.5	3.5	0.8	3.7	0.8	5.3	1.1
09012	148	09	127.10270551047867	09	012	699928	148	699928	1.2710270551047866	21	211.45032060440502	0.00211450320604405	0.21399999999999997	1.4401466144508008	2.1	0.5	3	0.6	4.1	0.9	5.9	1.3	6.2	1.3	8.7	1.9
09013	39	09	127.10270551047867	09	013	442178	39	442178	1.2710270551047866	9	88.19977475134448	8.819977475134448e-4	0.21399999999999997	1.4401466144508008	0.9	0.2	1.3	0.3	1.7	0.4	2.5	0.5	2.6	0.6	3.7	0.8
09014	99	09	127.10270551047867	09	014	434153	99	434153	1.2710270551047866	23	228.03021054789443	0.0022803021054789443	0.21399999999999997	1.4401466144508008	2.3	0.5	3.2	0.7	4.5	1	6.4	1.4	6.6	1.5	9.4	2.1
09015	164	09	127.10270551047867	09	015	545884	164	545884	1.2710270551047866	30	300.4301280125448	0.003004301280125448	0.21399999999999997	1.4401466144508008	3	0.6	4.2	0.9	5.8	1.3	8.3	1.8	8.6	1.9	12.2	2.7
09016	61	09	127.10270551047867	09	016	414470	61	414470	1.2710270551047866	15	147.17591140492675	0.0014717591140492676	0.21399999999999997	1.4401466144508008	1.5	0.3	2.1	0.5	2.9	0.6	4.2	0.9	4.3	0.9	6.2	1.4
09017	94	09	127.10270551047867	09	017	443704	94	443704	1.2710270551047866	21	211.85294700971818	0.0021185294700971817	0.21399999999999997	1.4401466144508008	2.1	0.5	3	0.7	4.2	0.9	5.9	1.3	6.2	1.4	8.8	1.9
10001	2	10	75.75461763020762	10	001	31454	2	31454	0.7575461763020762	6	63.584917657531626	6.358491765753163e-4	0.21399999999999997	0.7852958838674656	0.6	0.1	0.5	0.1	1.3	0.3	1	0.2	1.9	0.4	1.5	0.3
10004	3	10	75.75461763020762	10	004	34955	3	34955	0.7575461763020762	9	85.82463166928909	8.582463166928909e-4	0.21399999999999997	0.7852958838674656	0.9	0.2	0.7	0.1	1.7	0.4	1.3	0.3	2.5	0.5	2	0.4
10005	53	10	75.75461763020762	10	005	688697	53	688697	0.7575461763020762	8	76.95692009693668	7.695692009693668e-4	0.21399999999999997	0.7852958838674656	0.8	0.2	0.6	0.1	1.5	0.3	1.2	0.3	2.3	0.5	1.8	0.4
10007	69	10	75.75461763020762	10	007	372750	69	372750	0.7575461763020762	19	185.1106639839034	0.0018511066398390341	0.21399999999999997	0.7852958838674656	1.8	0.4	1.4	0.3	3.6	0.8	2.9	0.6	5.4	1.2	4.3	0.9
10008	1	10	75.75461763020762	10	008	36695	1	36695	0.7575461763020762	3	27.251669164736338	2.725166916473634e-4	0.21399999999999997	0.7852958838674656	0.3	0.1	0.2	0	0.5	0.1	0.4	0.1	0.8	0.2	0.6	0.1
10012	20	10	75.75461763020762	10	012	163313	20	163313	0.7575461763020762	12	122.46422513823148	0.0012246422513823149	0.21399999999999997	0.7852958838674656	1.2	0.3	1	0.2	2.4	0.5	1.9	0.4	3.6	0.8	2.8	0.6
10013	3	10	75.75461763020762	10	013	26932	3	26932	0.7575461763020762	11	111.3916530521313	0.001113916530521313	0.21399999999999997	0.7852958838674656	1.1	0.2	0.9	0.2	2.2	0.5	1.7	0.4	3.3	0.7	2.6	0.6
10015	1	10	75.75461763020762	10	015	12894	1	12894	0.7575461763020762	8	77.55545214828602	7.755545214828603e-4	0.21399999999999997	0.7852958838674656	0.8	0.2	0.6	0.1	1.5	0.3	1.2	0.3	2.3	0.5	1.8	0.4
10016	1	10	75.75461763020762	10	016	19060	1	19060	0.7575461763020762	5	52.46589716684156	5.246589716684155e-4	0.21399999999999997	0.7852958838674656	0.5	0.1	0.4	0.1	1	0.2	0.8	0.2	1.6	0.3	1.2	0.3
10018	3	10	75.75461763020762	10	018	10384	3	10384	0.7575461763020762	29	288.9060092449923	0.002889060092449923	0.21399999999999997	0.7852958838674656	2.9	0.6	2.2	0.5	5.6	1.2	4.4	1	8.3	1.8	6.6	1.4
10022	1	10	75.75461763020762	10	022	25623	1	25623	0.7575461763020762	4	39.02743628771026	3.902743628771026e-4	0.21399999999999997	0.7852958838674656	0.4	0.1	0.3	0.1	0.8	0.2	0.6	0.1	1.2	0.3	0.9	0.2
10023	3	10	75.75461763020762	10	023	51269	3	51269	0.7575461763020762	6	58.514892040024186	5.851489204002419e-4	0.21399999999999997	0.7852958838674656	0.6	0.1	0.5	0.1	1.2	0.3	0.9	0.2	1.7	0.4	1.4	0.3
10024	1	10	75.75461763020762	10	024	12818	1	12818	0.7575461763020762	8	78.01529099703542	7.801529099703542e-4	0.21399999999999997	0.7852958838674656	0.8	0.2	0.6	0.1	1.5	0.3	1.2	0.3	2.3	0.5	1.8	0.4
10026	1	10	75.75461763020762	10	026	17333	1	17333	0.7575461763020762	6	57.69341718109964	5.769341718109964e-4	0.21399999999999997	0.7852958838674656	0.6	0.1	0.5	0.1	1.1	0.2	0.9	0.2	1.7	0.4	1.4	0.3
10035	1	10	75.75461763020762	10	035	11378	1	11378	0.7575461763020762	9	87.88890841975743	8.788890841975743e-4	0.21399999999999997	0.7852958838674656	0.9	0.2	0.7	0.1	1.7	0.4	1.4	0.3	2.6	0.6	2	0.4
10038	2	10	75.75461763020762	10	038	23476	2	23476	0.7575461763020762	9	85.19338899301414	8.519338899301414e-4	0.21399999999999997	0.7852958838674656	0.8	0.2	0.7	0.1	1.7	0.4	1.3	0.3	2.5	0.5	2	0.4
11001	4	11	71.62348421436	11	001	92040	4	92040	0.7162348421436	4	43.4593654932638	4.34593654932638e-4	0.21399999999999997	0.7575812114963243	0.4	0.1	0.3	0.1	0.9	0.2	0.7	0.1	1.3	0.3	1	0.2
11002	4	11	71.62348421436	11	002	108697	4	108697	0.7162348421436	4	36.7995436856583	3.67995436856583e-4	0.21399999999999997	0.7575812114963243	0.4	0.1	0.3	0.1	0.7	0.2	0.6	0.1	1.1	0.2	0.8	0.2
11004	1	11	71.62348421436	11	004	63392	1	63392	0.7162348421436	2	15.774861181221604	1.5774861181221605e-4	0.21399999999999997	0.7575812114963243	0.2	0	0.1	0	0.3	0.1	0.2	0.1	0.5	0.1	0.4	0.1
11005	10	11	71.62348421436	11	005	117883	10	117883	0.7162348421436	8	84.82987368831809	8.482987368831808e-4	0.21399999999999997	0.7575812114963243	0.8	0.2	0.6	0.1	1.7	0.4	1.3	0.3	2.5	0.5	1.9	0.4
11007	52	11	71.62348421436	11	007	521169	52	521169	0.7162348421436	10	99.77569655908161	9.97756965590816e-4	0.21399999999999997	0.7575812114963243	1	0.2	0.8	0.2	2	0.4	1.5	0.3	3	0.6	2.2	0.5
11008	3	11	71.62348421436	11	008	41240	3	41240	0.7162348421436	7	72.74490785645006	7.274490785645005e-4	0.21399999999999997	0.7575812114963243	0.7	0.2	0.5	0.1	1.4	0.3	1.1	0.2	2.2	0.5	1.6	0.4
11009	3	11	71.62348421436	11	009	82216	3	82216	0.7162348421436	4	36.489247834971295	3.6489247834971294e-4	0.21399999999999997	0.7575812114963243	0.4	0.1	0.3	0.1	0.7	0.2	0.6	0.1	1.1	0.2	0.8	0.2
11010	3	11	71.62348421436	11	010	11083	3	11083	0.7162348421436	27	270.6848326265452	0.0027068483262654517	0.21399999999999997	0.7575812114963243	2.7	0.6	2	0.4	5.3	1.2	4	0.9	7.8	1.7	6	1.3
11011	9	11	71.62348421436	11	011	97928	9	97928	0.7162348421436	9	91.90425618821992	9.190425618821992e-4	0.21399999999999997	0.7575812114963243	0.9	0.2	0.7	0.1	1.8	0.4	1.4	0.3	2.7	0.6	2.1	0.4
11012	1	11	71.62348421436	11	012	30857	1	30857	0.7162348421436	3	32.407557442395564	3.2407557442395567e-4	0.21399999999999997	0.7575812114963243	0.3	0.1	0.2	0.1	0.6	0.1	0.5	0.1	1	0.2	0.7	0.2
11013	1	11	71.62348421436	11	013	27390	1	27390	0.7162348421436	4	36.50967506389193	3.650967506389193e-4	0.21399999999999997	0.7575812114963243	0.4	0.1	0.3	0.1	0.7	0.2	0.6	0.1	1.1	0.2	0.8	0.2
11014	5	11	71.62348421436	11	014	163038	5	163038	0.7162348421436	3	30.667697101289267	3.066769710128927e-4	0.21399999999999997	0.7575812114963243	0.3	0.1	0.2	0	0.6	0.1	0.5	0.1	0.9	0.2	0.7	0.1
11015	13	11	71.62348421436	11	015	194500	13	194500	0.7162348421436	7	66.83804627249357	6.683804627249357e-4	0.21399999999999997	0.7575812114963243	0.7	0.1	0.5	0.1	1.3	0.3	1	0.2	2	0.4	1.5	0.3
11016	4	11	71.62348421436	11	016	21128	4	21128	0.7162348421436	19	189.32222642938282	0.001893222264293828	0.21399999999999997	0.7575812114963243	1.9	0.4	1.4	0.3	3.7	0.8	2.8	0.6	5.5	1.2	4.2	0.9
11017	179	11	71.62348421436	11	017	592953	179	592953	0.7162348421436	30	301.8789010258823	0.0030187890102588233	0.21399999999999997	0.7575812114963243	3	0.6	2.3	0.5	5.9	1.3	4.5	1	8.7	1.9	6.6	1.5
11018	14	11	71.62348421436	11	018	38782	14	38782	0.7162348421436	36	360.992212882265	0.00360992212882265	0.21399999999999997	0.7575812114963243	3.6	0.8	2.7	0.6	7	1.5	5.3	1.2	10.3	2.3	7.9	1.7
11019	1	11	71.62348421436	11	019	49517	1	49517	0.7162348421436	2	20.1950845164287	2.01950845164287e-4	0.21399999999999997	0.7575812114963243	0.2	0	0.2	0	0.4	0.1	0.3	0.1	0.6	0.1	0.5	0.1
11020	451	11	71.62348421436	11	020	1721215	451	1721215	0.7162348421436	26	262.0242096426071	0.002620242096426071	0.21399999999999997	0.7575812114963243	2.6	0.6	2	0.4	5.1	1.1	3.9	0.8	7.6	1.7	5.8	1.3
11022	2	11	71.62348421436	11	022	26383	2	26383	0.7162348421436	8	75.80639047871736	7.580639047871736e-4	0.21399999999999997	0.7575812114963243	0.8	0.2	0.6	0.1	1.5	0.3	1.1	0.2	2.2	0.5	1.7	0.4
11023	8	11	71.62348421436	11	023	154960	8	154960	0.7162348421436	5	51.62622612287042	5.162622612287042e-4	0.21399999999999997	0.7575812114963243	0.5	0.1	0.4	0.1	1	0.2	0.8	0.2	1.5	0.3	1.2	0.3
11024	9	11	71.62348421436	11	024	12403	9	12403	0.7162348421436	73	725.630895751028	0.00725630895751028	0.21399999999999997	0.7575812114963243	7	1.5	5.4	1.2	13.6	3.1	10.4	2.3	19.6	4.6	15.2	3.5
11025	5	11	71.62348421436	11	025	83842	5	83842	0.7162348421436	6	59.63598196607905	5.963598196607905e-4	0.21399999999999997	0.7575812114963243	0.6	0.1	0.5	0.1	1.2	0.3	0.9	0.2	1.8	0.4	1.3	0.3
11026	8	11	71.62348421436	11	026	65766	8	65766	0.7162348421436	12	121.64340236596416	0.0012164340236596417	0.21399999999999997	0.7575812114963243	1.2	0.3	0.9	0.2	2.4	0.5	1.8	0.4	3.6	0.8	2.7	0.6
11027	27	11	71.62348421436	11	027	273417	27	273417	0.7162348421436	10	98.75026059096544	9.875026059096544e-4	0.21399999999999997	0.7575812114963243	1	0.2	0.7	0.2	2	0.4	1.5	0.3	2.9	0.6	2.2	0.5
11028	11	11	71.62348421436	11	028	94126	11	94126	0.7162348421436	12	116.86462826424155	0.0011686462826424155	0.21399999999999997	0.7575812114963243	1.2	0.2	0.9	0.2	2.3	0.5	1.8	0.4	3.4	0.7	2.6	0.6
11029	1	11	71.62348421436	11	029	41054	1	41054	0.7162348421436	2	24.358162420227018	2.4358162420227018e-4	0.21399999999999997	0.7575812114963243	0.2	0.1	0.2	0	0.5	0.1	0.4	0.1	0.7	0.2	0.6	0.1
11031	10	11	71.62348421436	11	031	130871	10	130871	0.7162348421436	8	76.41112240297699	7.641112240297698e-4	0.21399999999999997	0.7575812114963243	0.8	0.2	0.6	0.1	1.5	0.3	1.2	0.2	2.3	0.5	1.7	0.4
11032	4	11	71.62348421436	11	032	89558	4	89558	0.7162348421436	4	44.66379329596463	4.466379329596463e-4	0.21399999999999997	0.7575812114963243	0.4	0.1	0.3	0.1	0.9	0.2	0.7	0.1	1.3	0.3	1	0.2
11033	11	11	71.62348421436	11	033	128536	11	128536	0.7162348421436	9	85.5791373622954	8.557913736229539e-4	0.21399999999999997	0.7575812114963243	0.9	0.2	0.6	0.1	1.7	0.4	1.3	0.3	2.5	0.5	1.9	0.4
11035	12	11	71.62348421436	11	035	82340	12	82340	0.7162348421436	15	145.73718727228564	0.0014573718727228565	0.21399999999999997	0.7575812114963243	1.4	0.3	1.1	0.2	2.9	0.6	2.2	0.5	4.3	0.9	3.3	0.7
11036	1	11	71.62348421436	11	036	6714	1	6714	0.7162348421436	15	148.94250819183796	0.0014894250819183796	0.21399999999999997	0.7575812114963243	1.5	0.3	1.1	0.2	2.9	0.6	2.2	0.5	4.4	1	3.3	0.7
11037	10	11	71.62348421436	11	037	203556	10	203556	0.7162348421436	5	49.126530291418575	4.912653029141858e-4	0.21399999999999997	0.7575812114963243	0.5	0.1	0.4	0.1	1	0.2	0.7	0.2	1.5	0.3	1.1	0.2
11038	1	11	71.62348421436	11	038	11304	1	11304	0.7162348421436	9	88.46426043878273	8.846426043878273e-4	0.21399999999999997	0.7575812114963243	0.9	0.2	0.7	0.1	1.8	0.4	1.3	0.3	2.6	0.6	2	0.4
11039	7	11	71.62348421436	11	039	35905	7	35905	0.7162348421436	19	194.9589193705612	0.001949589193705612	0.21399999999999997	0.7575812114963243	1.9	0.4	1.5	0.3	3.8	0.8	2.9	0.6	5.7	1.2	4.3	0.9
11042	7	11	71.62348421436	11	042	150054	7	150054	0.7162348421436	5	46.64987271249017	4.664987271249017e-4	0.21399999999999997	0.7575812114963243	0.5	0.1	0.4	0.1	0.9	0.2	0.7	0.2	1.4	0.3	1.1	0.2
11044	5	11	71.62348421436	11	044	65791	5	65791	0.7162348421436	8	75.99823684090529	7.599823684090529e-4	0.21399999999999997	0.7575812114963243	0.8	0.2	0.6	0.1	1.5	0.3	1.1	0.2	2.3	0.5	1.7	0.4
11046	2	11	71.62348421436	11	046	68741	2	68741	0.7162348421436	3	29.094717853973613	2.909471785397361e-4	0.21399999999999997	0.7575812114963243	0.3	0.1	0.2	0	0.6	0.1	0.4	0.1	0.9	0.2	0.7	0.1
12001	16	12	63.76376322660728	12	001	779566	16	779566	0.6376376322660728	2	20.52424041069005	2.0524240410690051e-4	0.21399999999999997	0.7099139660124074	0.2	0	0.1	0	0.4	0.1	0.3	0.1	0.6	0.1	0.4	0.1
12006	1	12	63.76376322660728	12	006	11112	1	11112	0.6376376322660728	9	89.99280057595392	8.999280057595393e-4	0.21399999999999997	0.7099139660124074	0.9	0.2	0.6	0.1	1.8	0.4	1.3	0.3	2.7	0.6	1.9	0.4
12029	7	12	63.76376322660728	12	029	283354	7	283354	0.6376376322660728	2	24.704080408252572	2.4704080408252573e-4	0.21399999999999997	0.7099139660124074	0.2	0.1	0.2	0	0.5	0.1	0.4	0.1	0.7	0.2	0.5	0.1
12035	8	12	63.76376322660728	12	035	154173	8	154173	0.6376376322660728	5	51.88976020444565	5.188976020444565e-4	0.21399999999999997	0.7099139660124074	0.5	0.1	0.4	0.1	1	0.2	0.7	0.2	1.5	0.3	1.1	0.2
12038	10	12	63.76376322660728	12	038	126001	10	126001	0.6376376322660728	8	79.36444948849613	7.936444948849613e-4	0.21399999999999997	0.7099139660124074	0.8	0.2	0.6	0.1	1.6	0.3	1.1	0.2	2.4	0.5	1.7	0.4
12041	1	12	63.76376322660728	12	041	29625	1	29625	0.6376376322660728	3	33.755274261603375	3.3755274261603374e-4	0.21399999999999997	0.7099139660124074	0.3	0.1	0.2	0.1	0.7	0.1	0.5	0.1	1	0.2	0.7	0.2
12054	1	12	63.76376322660728	12	054	24139	1	24139	0.6376376322660728	4	41.426736815941005	4.142673681594101e-4	0.21399999999999997	0.7099139660124074	0.4	0.1	0.3	0.1	0.8	0.2	0.6	0.1	1.2	0.3	0.9	0.2
12055	5	12	63.76376322660728	12	055	105586	5	105586	0.6376376322660728	5	47.35476294205671	4.735476294205671e-4	0.21399999999999997	0.7099139660124074	0.5	0.1	0.3	0.1	0.9	0.2	0.7	0.1	1.4	0.3	1	0.2
12059	1	12	63.76376322660728	12	059	30806	1	30806	0.6376376322660728	3	32.46120885541778	3.2461208855417777e-4	0.21399999999999997	0.7099139660124074	0.3	0.1	0.2	0	0.6	0.1	0.5	0.1	1	0.2	0.7	0.1
12066	1	12	63.76376322660728	12	066	96125	1	96125	0.6376376322660728	1	10.403120936280885	1.0403120936280885e-4	0.21399999999999997	0.7099139660124074	0.1	0	0.1	0	0.2	0	0.1	0	0.3	0.1	0.2	0
13008	2	13	91.95615343120194	13	008	46681	2	46681	0.9195615343120194	4	42.843983633598256	4.2843983633598253e-4	0.21399999999999997	0.9168363374785258	0.4	0.1	0.4	0.1	0.9	0.2	0.8	0.2	1.3	0.3	1.2	0.3
13010	1	13	91.95615343120194	13	010	31525	1	31525	0.9195615343120194	3	31.720856463124505	3.1720856463124506e-4	0.21399999999999997	0.9168363374785258	0.3	0.1	0.3	0.1	0.6	0.1	0.6	0.1	0.9	0.2	0.9	0.2
13012	1	13	91.95615343120194	13	012	30135	1	30135	0.9195615343120194	3	33.18400530944085	3.318400530944085e-4	0.21399999999999997	0.9168363374785258	0.3	0.1	0.3	0.1	0.7	0.1	0.6	0.1	1	0.2	0.9	0.2
13022	2	13	91.95615343120194	13	022	16285	2	16285	0.9195615343120194	12	122.81240405280934	0.0012281240405280934	0.21399999999999997	0.9168363374785258	1.2	0.3	1.1	0.2	2.4	0.5	2.2	0.5	3.6	0.8	3.3	0.7
13023	1	13	91.95615343120194	13	023	36248	1	36248	0.9195615343120194	3	27.587728978150516	2.7587728978150516e-4	0.21399999999999997	0.9168363374785258	0.3	0.1	0.3	0.1	0.6	0.1	0.5	0.1	0.8	0.2	0.8	0.2
13028	1	13	91.95615343120194	13	028	126781	1	126781	0.9195615343120194	1	7.8876172297110765	7.887617229711076e-5	0.21399999999999997	0.9168363374785258	0.1	0	0.1	0	0.2	0	0.1	0	0.2	0.1	0.2	0
13029	2	13	91.95615343120194	13	029	47425	2	47425	0.9195615343120194	4	42.17185028993147	4.217185028993147e-4	0.21399999999999997	0.9168363374785258	0.4	0.1	0.4	0.1	0.8	0.2	0.8	0.2	1.3	0.3	1.2	0.2
13030	1	13	91.95615343120194	13	030	98654	1	98654	0.9195615343120194	1	10.13643643440712	1.013643643440712e-4	0.21399999999999997	0.9168363374785258	0.1	0	0.1	0	0.2	0	0.2	0	0.3	0.1	0.3	0.1
13048	21	13	91.95615343120194	13	048	314331	21	314331	0.9195615343120194	7	66.80855531271176	6.680855531271176e-4	0.21399999999999997	0.9168363374785258	0.7	0.1	0.6	0.1	1.3	0.3	1.2	0.3	2	0.4	1.8	0.4
13051	7	13	91.95615343120194	13	051	202749	7	202749	0.9195615343120194	3	34.52544772107384	3.452544772107384e-4	0.21399999999999997	0.9168363374785258	0.3	0.1	0.3	0.1	0.7	0.1	0.6	0.1	1	0.2	0.9	0.2
13052	1	13	91.95615343120194	13	052	38891	1	38891	0.9195615343120194	3	25.71288987169268	2.571288987169268e-4	0.21399999999999997	0.9168363374785258	0.3	0.1	0.2	0.1	0.5	0.1	0.5	0.1	0.8	0.2	0.7	0.2
13055	1	13	91.95615343120194	13	055	18329	1	18329	0.9195615343120194	5	54.55835015549129	5.455835015549129e-4	0.21399999999999997	0.9168363374785258	0.5	0.1	0.5	0.1	1.1	0.2	1	0.2	1.6	0.3	1.5	0.3
13060	2	13	91.95615343120194	13	060	17503	2	17503	0.9195615343120194	11	114.2661258070045	0.001142661258070045	0.21399999999999997	0.9168363374785258	1.1	0.2	1	0.2	2.3	0.5	2.1	0.4	3.4	0.7	3.1	0.7
13061	1	13	91.95615343120194	13	061	56245	1	56245	0.9195615343120194	2	17.779358165170237	1.7779358165170237e-4	0.21399999999999997	0.9168363374785258	0.2	0	0.2	0	0.4	0.1	0.3	0.1	0.5	0.1	0.5	0.1
13069	2	13	91.95615343120194	13	069	168302	2	168302	0.9195615343120194	1	11.88340007843044	1.188340007843044e-4	0.21399999999999997	0.9168363374785258	0.1	0	0.1	0	0.2	0.1	0.2	0	0.4	0.1	0.3	0.1
13077	7	13	91.95615343120194	13	077	168369	7	168369	0.9195615343120194	4	41.5753493814182	4.1575349381418197e-4	0.21399999999999997	0.9168363374785258	0.4	0.1	0.4	0.1	0.8	0.2	0.8	0.2	1.2	0.3	1.1	0.2
13083	2	13	91.95615343120194	13	083	57906	2	57906	0.9195615343120194	3	34.53873519151728	3.4538735191517284e-4	0.21399999999999997	0.9168363374785258	0.3	0.1	0.3	0.1	0.7	0.1	0.6	0.1	1	0.2	0.9	0.2
13084	1	13	91.95615343120194	13	084	39927	1	39927	0.9195615343120194	3	25.0457084178626	2.50457084178626e-4	0.21399999999999997	0.9168363374785258	0.3	0.1	0.2	0	0.5	0.1	0.5	0.1	0.7	0.2	0.7	0.1
14001	2	14	69.6591376940834	14	001	23175	2	23175	0.696591376940834	9	86.29989212513485	8.629989212513484e-4	0.21399999999999997	0.7450778450755056	0.9	0.2	0.6	0.1	1.7	0.4	1.3	0.3	2.6	0.6	1.9	0.4
14002	1	14	69.6591376940834	14	002	25250	1	25250	0.696591376940834	4	39.603960396039604	3.9603960396039607e-4	0.21399999999999997	0.7450778450755056	0.4	0.1	0.3	0.1	0.8	0.2	0.6	0.1	1.2	0.3	0.9	0.2
14006	1	14	69.6591376940834	14	006	60386	1	60386	0.696591376940834	2	16.56012983141788	1.6560129831417878e-4	0.21399999999999997	0.7450778450755056	0.2	0	0.1	0	0.3	0.1	0.2	0.1	0.5	0.1	0.4	0.1
14009	2	14	69.6591376940834	14	009	21115	2	21115	0.696591376940834	9	94.71939379587971	9.47193937958797e-4	0.21399999999999997	0.7450778450755056	0.9	0.2	0.7	0.2	1.9	0.4	1.4	0.3	2.8	0.6	2.1	0.5
14015	2	14	69.6591376940834	14	015	64931	2	64931	0.696591376940834	3	30.801928200705365	3.0801928200705365e-4	0.21399999999999997	0.7450778450755056	0.3	0.1	0.2	0	0.6	0.1	0.5	0.1	0.9	0.2	0.7	0.1
14018	1	14	69.6591376940834	14	018	67937	1	67937	0.696591376940834	1	14.71951955488173	1.471951955488173e-4	0.21399999999999997	0.7450778450755056	0.1	0	0.1	0	0.3	0.1	0.2	0	0.4	0.1	0.3	0.1
14019	1	14	69.6591376940834	14	019	7043	1	7043	0.696591376940834	14	141.9849495953429	0.0014198494959534289	0.21399999999999997	0.7450778450755056	1.4	0.3	1.1	0.2	2.8	0.6	2.1	0.5	4.2	0.9	3.1	0.7
14025	7	14	69.6591376940834	14	025	19689	7	19689	0.696591376940834	36	355.5284676723043	0.003555284676723043	0.21399999999999997	0.7450778450755056	3.5	0.8	2.6	0.6	6.9	1.5	5.2	1.1	10.1	2.3	7.6	1.7
14039	120	14	69.6591376940834	14	039	1385629	120	1385629	0.696591376940834	9	86.60326826300546	8.660326826300547e-4	0.21399999999999997	0.7450778450755056	0.9	0.2	0.6	0.1	1.7	0.4	1.3	0.3	2.6	0.6	1.9	0.4
14041	1	14	69.6591376940834	14	041	5920	1	5920	0.696591376940834	17	168.91891891891893	0.0016891891891891893	0.21399999999999997	0.7450778450755056	1.7	0.4	1.3	0.3	3.3	0.7	2.5	0.5	4.9	1.1	3.7	0.8
14042	1	14	69.6591376940834	14	042	10015	1	10015	0.696591376940834	10	99.8502246630055	9.98502246630055e-4	0.21399999999999997	0.7450778450755056	1	0.2	0.7	0.2	2	0.4	1.5	0.3	3	0.6	2.2	0.5
14047	1	14	69.6591376940834	14	047	24894	1	24894	0.696591376940834	4	40.17032216598377	4.0170322165983773e-4	0.21399999999999997	0.7450778450755056	0.4	0.1	0.3	0.1	0.8	0.2	0.6	0.1	1.2	0.3	0.9	0.2
14051	1	14	69.6591376940834	14	051	30855	1	30855	0.696591376940834	3	32.40965807810728	3.2409658078107277e-4	0.21399999999999997	0.7450778450755056	0.3	0.1	0.2	0.1	0.6	0.1	0.5	0.1	1	0.2	0.7	0.2
14053	8	14	69.6591376940834	14	053	172403	8	172403	0.696591376940834	5	46.40290482184185	4.640290482184185e-4	0.21399999999999997	0.7450778450755056	0.5	0.1	0.3	0.1	0.9	0.2	0.7	0.1	1.4	0.3	1	0.2
14061	2	14	69.6591376940834	14	061	22083	2	22083	0.696591376940834	9	90.56740479101572	9.056740479101572e-4	0.21399999999999997	0.7450778450755056	0.9	0.2	0.7	0.1	1.8	0.4	1.3	0.3	2.7	0.6	2	0.4
14063	9	14	69.6591376940834	14	063	106050	9	106050	0.696591376940834	8	84.86562942008486	8.486562942008486e-4	0.21399999999999997	0.7450778450755056	0.8	0.2	0.6	0.1	1.7	0.4	1.3	0.3	2.5	0.5	1.9	0.4
14066	1	14	69.6591376940834	14	066	53659	1	53659	0.696591376940834	2	18.63620268734043	1.8636202687340427e-4	0.21399999999999997	0.7450778450755056	0.2	0	0.1	0	0.4	0.1	0.3	0.1	0.6	0.1	0.4	0.1
14067	22	14	69.6591376940834	14	067	291839	22	291839	0.696591376940834	8	75.38403023584922	7.538403023584922e-4	0.21399999999999997	0.7450778450755056	0.8	0.2	0.6	0.1	1.5	0.3	1.1	0.2	2.2	0.5	1.7	0.4
